anchor_source,anchor_id,event,anchor_mjd,anchor_definition,diagnostic_half_width_rest_days,sampling_subset,event_bands_total_N,bands_in_subset_N,bands_excluded_from_subset_N,included_bands,excluded_bands,total_local_measurements_in_subset,minimum_local_N_in_subset,median_local_N_in_subset,maximum_local_N_in_subset,bands_with_brightest_before_anchor_N,bands_with_brightest_at_anchor_N,bands_with_brightest_after_anchor_N,minimum_brightest_offset_rest_days,median_brightest_offset_rest_days,maximum_brightest_offset_rest_days,bands_with_pre_step_diagnostic_N,bands_with_post_step_diagnostic_N,median_pre_rising_step_fraction,median_post_declining_step_fraction,final_decline_anchor_selected,final_fitting_window_selected,model_time_defined,notes
PUBLISHED_ALTERNATIVE,ALT_59188p04,AT2020zso,59188.04,uniform K-corrected multiband fitted t_peak,30.0,BIDIRECTIONAL_STEPS,10,7,3,B;U;UVM2;UVW1;UVW2;g;r,W1;W2;i,111,12,13,28,2,0,5,-3.5663504686189627,1.0711195683559636,7.301537442011164,7,7,0.6,0.8333333333333334,False,False,False,"Structural sensitivity subset: includes bands with positive-time adjacent-step diagnostics on both sides of the anchor. This is not a minimum-N, cadence, instrument, or model-quality rule and does not select an anchor."
PUBLISHED_ALTERNATIVE,ALT_59188p04,AT2020zso,59188.04,uniform K-corrected multiband fitted t_peak,60.0,LOCAL_DATA,10,9,1,B;U;UVM2;UVW1;UVW2;W1;W2;g;r,i,182,1,13,76,4,0,5,-28.005638805266017,1.014175045094303,7.301537442011164,7,7,0.6,0.8333333333333334,False,False,False,Structural sensitivity subset: includes bands with at least one local measurement. This is not a quality threshold and does not select an anchor.
PUBLISHED_ALTERNATIVE,ALT_59188p04,AT2020zso,59188.04,uniform K-corrected multiband fitted t_peak,60.0,BOTH_SIDES,10,7,3,B;U;UVM2;UVW1;UVW2;g;r,W1;W2;i,180,12,13,76,2,0,5,-3.5663504686189627,1.0711195683559636,7.301537442011164,7,7,0.6,0.8333333333333334,False,False,False,Structural sensitivity subset: includes bands with local measurements on both sides of the anchor. This is not a fitting-window rule and does not select an anchor.
PUBLISHED_ALTERNATIVE,ALT_59188p04,AT2020zso,59188.04,uniform K-corrected multiband fitted t_peak,60.0,BIDIRECTIONAL_STEPS,10,7,3,B;U;UVM2;UVW1;UVW2;g;r,W1;W2;i,180,12,13,76,2,0,5,-3.5663504686189627,1.0711195683559636,7.301537442011164,7,7,0.6,0.8333333333333334,False,False,False,"Structural sensitivity subset: includes bands with positive-time adjacent-step diagnostics on both sides of the anchor. This is not a minimum-N, cadence, instrument, or model-quality rule and does not select an anchor."
PUBLISHED_ALTERNATIVE,ALT_59195p0,AT2020zso,59195.0,optical-light-curve inferred peak,120.0,LOCAL_DATA,10,9,1,B;U;UVM2;UVW1;UVW2;W1;W2;g;r,i,208,1,14,87,8,0,1,-34.59467601060458,-5.574862160244263,0.7125002366725983,7,7,0.6304347826086957,1.0,False,False,False,Structural sensitivity subset: includes bands with at least one local measurement. This is not a quality threshold and does not select an anchor.
PUBLISHED_ALTERNATIVE,ALT_59195p0,AT2020zso,59195.0,optical-light-curve inferred peak,120.0,BOTH_SIDES,10,7,3,B;U;UVM2;UVW1;UVW2;g;r,W1;W2;i,206,13,14,87,6,0,1,-10.155387673957529,-5.517917636982602,0.7125002366725983,7,7,0.6304347826086957,1.0,False,False,False,Structural sensitivity subset: includes bands with local measurements on both sides of the anchor. This is not a fitting-window rule and does not select an anchor.
PUBLISHED_ALTERNATIVE,ALT_59195p0,AT2020zso,59195.0,optical-light-curve inferred peak,120.0,BIDIRECTIONAL_STEPS,10,7,3,B;U;UVM2;UVW1;UVW2;g;r,W1;W2;i,206,13,14,87,6,0,1,-10.155387673957529,-5.517917636982602,0.7125002366725983,7,7,0.6304347826086957,1.0,False,False,False,"Structural sensitivity subset: includes bands with positive-time adjacent-step diagnostics on both sides of the anchor. This is not a minimum-N, cadence, instrument, or model-quality rule and does not select an anchor."
PUBLISHED_ALTERNATIVE,ALT_59195p0,AT2020zso,59195.0,optical-light-curve inferred peak,30.0,LOCAL_DATA,10,7,3,B;U;UVM2;UVW1;UVW2;g;r,W1;W2;i,127,12,13,46,6,0,1,-10.155387673957529,-5.517917636982602,0.7125002366725983,7,7,0.6666666666666666,1.0,False,False,False,Structural sensitivity subset: includes bands with at least one local measurement. This is not a quality threshold and does not select an anchor.
PUBLISHED_ALTERNATIVE,ALT_59195p0,AT2020zso,59195.0,optical-light-curve inferred peak,30.0,BOTH_SIDES,10,7,3,B;U;UVM2;UVW1;UVW2;g;r,W1;W2;i,127,12,13,46,6,0,1,-10.155387673957529,-5.517917636982602,0.7125002366725983,7,7,0.6666666666666666,1.0,False,False,False,Structural sensitivity subset: includes bands with local measurements on both sides of the anchor. This is not a fitting-window rule and does not select an anchor.
PUBLISHED_ALTERNATIVE,ALT_59195p0,AT2020zso,59195.0,optical-light-curve inferred peak,30.0,BIDIRECTIONAL_STEPS,10,7,3,B;U;UVM2;UVW1;UVW2;g;r,W1;W2;i,127,12,13,46,6,0,1,-10.155387673957529,-5.517917636982602,0.7125002366725983,7,7,0.6666666666666666,1.0,False,False,False,"Structural sensitivity subset: includes bands with positive-time adjacent-step diagnostics on both sides of the anchor. This is not a minimum-N, cadence, instrument, or model-quality rule and does not select an anchor."
PUBLISHED_ALTERNATIVE,ALT_59195p0,AT2020zso,59195.0,optical-light-curve inferred peak,60.0,LOCAL_DATA,10,9,1,B;U;UVM2;UVW1;UVW2;W1;W2;g;r,i,170,1,13,71,8,0,1,-34.59467601060458,-5.574862160244263,0.7125002366725983,7,7,0.6666666666666666,1.0,False,False,False,Structural sensitivity subset: includes bands with at least one local measurement. This is not a quality threshold and does not select an anchor.
PUBLISHED_ALTERNATIVE,ALT_59195p0,AT2020zso,59195.0,optical-light-curve inferred peak,60.0,BOTH_SIDES,10,7,3,B;U;UVM2;UVW1;UVW2;g;r,W1;W2;i,168,12,13,71,6,0,1,-10.155387673957529,-5.517917636982602,0.7125002366725983,7,7,0.6666666666666666,1.0,False,False,False,Structural sensitivity subset: includes bands with local measurements on both sides of the anchor. This is not a fitting-window rule and does not select an anchor.
PUBLISHED_ALTERNATIVE,ALT_59195p0,AT2020zso,59195.0,optical-light-curve inferred peak,60.0,BIDIRECTIONAL_STEPS,10,7,3,B;U;UVM2;UVW1;UVW2;g;r,W1;W2;i,168,12,13,71,6,0,1,-10.155387673957529,-5.517917636982602,0.7125002366725983,7,7,0.6666666666666666,1.0,False,False,False,"Structural sensitivity subset: includes bands with positive-time adjacent-step diagnostics on both sides of the anchor. This is not a minimum-N, cadence, instrument, or model-quality rule and does not select an anchor."
